user_id,age_group,gender,location,signup_date,preferred_genres,activity_level,subscription_type
user_000154,18-24,F,US,2024-03-28,"[""Mystery"", ""Action"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Adventure"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000155,18-24,M,FR,2024-06-12,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000156,45-54,F,US,2024-09-03,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000157,65+,F,UK,2025-03-05,"[""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,premium
user_000158,25-34,F,CA,2024-06-16,"[""Thriller"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000159,55-64,F,AU,2024-06-08,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",medium,premium
user_000160,45-54,M,AU,2024-02-20,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000161,45-54,F,IN,2025-04-05,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000162,65+,F,US,2024-06-15,"[""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",high,premium
user_000163,35-44,F,US,2025-10-22,"[""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000164,55-64,M,US,2025-09-19,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000165,65+,M,US,2024-02-20,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000166,25-34,M,US,2024-06-21,"[""Mystery"", ""Action"", ""Thriller"", ""History"", ""Comedy"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",low,free
user_000167,35-44,F,US,2025-05-03,"[""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000168,18-24,F,US,2024-06-04,"[""Action"", ""Comedy"", ""Music"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000169,35-44,M,BR,2024-04-05,"[""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000170,18-24,F,US,2025-11-13,"[""Action"", ""Thriller"", ""Comedy"", ""Music"", ""Drama"", ""Science Fiction"", ""Adventure"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000171,25-34,M,UK,2025-02-20,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Romance""]",medium,free
user_000172,55-64,M,CA,2024-12-10,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,free
user_000173,35-44,M,US,2025-07-26,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",high,premium
user_000174,25-34,M,DE,2025-08-12,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000175,25-34,F,DE,2024-05-18,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",low,free
user_000176,25-34,F,US,2024-03-10,"[""Thriller"", ""Animation"", ""Crime"", ""History"", ""Comedy"", ""Drama"", ""Family"", ""Romance""]",low,premium
user_000177,25-34,F,US,2024-11-10,"[""Thriller"", ""Animation"", ""History"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000178,45-54,F,KR,2024-11-04,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Fantasy"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000179,25-34,M,KR,2024-12-06,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000180,25-34,M,US,2025-06-15,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000181,55-64,F,US,2025-05-06,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000182,35-44,M,DE,2025-12-19,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000183,35-44,M,IN,2024-03-11,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000184,55-64,F,KR,2024-10-20,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000185,18-24,M,CA,2024-09-04,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""War"", ""Science Fiction"", ""Horror""]",medium,free
user_000186,18-24,F,BR,2025-09-20,"[""Action"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000187,25-34,M,IN,2024-06-29,"[""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Romance""]",low,free
user_000188,25-34,F,DE,2024-05-18,"[""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""Family"", ""Romance""]",high,free
user_000189,18-24,M,IN,2024-11-22,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""War"", ""Science Fiction"", ""Horror""]",high,free
user_000190,45-54,F,US,2024-11-03,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Family"", ""Romance""]",high,free
user_000191,25-34,F,US,2024-07-21,"[""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Family"", ""Romance""]",low,premium
user_000192,18-24,F,US,2024-06-30,"[""Mystery"", ""Action"", ""Comedy"", ""Music"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000193,25-34,F,US,2025-11-04,"[""Thriller"", ""Animation"", ""Comedy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000194,45-54,F,FR,2024-11-18,"[""Mystery"", ""Action"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000195,25-34,F,US,2025-09-20,"[""Thriller"", ""Animation"", ""Comedy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000196,25-34,F,US,2025-02-05,"[""Action"", ""Thriller"", ""Comedy"", ""Music"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",low,premium
user_000197,35-44,F,UK,2024-02-05,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,premium
user_000198,55-64,F,US,2025-12-30,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000199,18-24,F,US,2025-09-02,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000200,25-34,F,KR,2025-12-08,"[""Mystery"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,premium
user_000201,45-54,F,KR,2025-11-07,"[""Mystery"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000202,25-34,Other,IN,2025-09-11,"[""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Romance""]",low,premium
user_000203,65+,M,AU,2024-04-30,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,free
user_000204,45-54,M,IN,2024-12-20,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,premium
user_000205,35-44,F,KR,2024-06-04,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,premium
user_000206,18-24,F,US,2024-10-19,"[""Mystery"", ""Action"", ""Animation"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000207,45-54,M,FR,2024-02-11,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""History""]",low,free
user_000208,35-44,F,US,2024-10-03,"[""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000209,45-54,M,US,2025-12-20,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",high,free
user_000210,55-64,F,IN,2024-07-11,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,premium
user_000211,25-34,F,UK,2025-07-26,"[""Thriller"", ""Animation"", ""Comedy"", ""Drama"", ""War"", ""Family"", ""Romance""]",medium,free
user_000212,55-64,Other,JP,2024-11-27,"[""Mystery"", ""Animation"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000213,45-54,M,US,2024-11-04,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,free
user_000214,25-34,M,US,2025-11-29,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Romance""]",low,premium
user_000215,35-44,M,DE,2025-12-27,"[""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,premium
user_000216,55-64,M,UK,2025-02-09,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Adventure"", ""History""]",high,premium
user_000217,35-44,F,US,2025-06-08,"[""Mystery"", ""Action"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",high,free
user_000218,65+,F,DE,2024-04-22,"[""History"", ""Comedy"", ""Documentary"", ""Music"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000219,25-34,M,US,2024-08-03,"[""Action"", ""Thriller"", ""Comedy"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Romance""]",medium,free
user_000220,18-24,Other,KR,2025-12-08,"[""Action"", ""Animation"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Western"", ""Horror"", ""Romance""]",high,premium
user_000221,25-34,M,JP,2025-02-26,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Romance""]",medium,free
user_000222,55-64,M,US,2025-01-30,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",medium,free
user_000223,35-44,M,KR,2025-06-29,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000224,55-64,F,KR,2024-02-10,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Family"", ""Romance""]",high,free
user_000225,35-44,M,UK,2025-03-02,"[""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Adventure"", ""Family"", ""History""]",medium,free
user_000226,45-54,F,US,2025-01-01,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Family"", ""Romance""]",low,free
user_000227,18-24,F,UK,2025-09-14,"[""Mystery"", ""Action"", ""Crime"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000228,55-64,M,DE,2024-04-24,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""History""]",medium,free
user_000229,55-64,F,DE,2025-12-02,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",high,premium
user_000230,45-54,F,FR,2024-02-27,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,free
user_000231,55-64,M,KR,2024-05-14,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",high,free
user_000232,55-64,M,US,2025-03-09,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",medium,free
user_000233,55-64,F,CA,2025-05-07,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000234,45-54,Other,DE,2024-06-19,"[""Mystery"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""History""]",low,free
user_000235,35-44,F,US,2024-03-27,"[""Action"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000236,65+,M,DE,2025-10-11,"[""Action"", ""Thriller"", ""Animation"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",high,free
user_000237,65+,F,US,2024-06-27,"[""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",medium,premium
user_000238,18-24,F,US,2025-03-09,"[""Action"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,free
user_000239,55-64,Other,BR,2025-03-27,"[""Mystery"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""History""]",medium,free
user_000240,55-64,M,US,2024-11-01,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,free
user_000241,55-64,F,UK,2025-03-01,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Adventure"", ""Family"", ""Romance""]",low,premium
user_000242,35-44,M,US,2025-01-16,"[""Action"", ""Thriller"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",medium,free
user_000243,25-34,M,FR,2025-11-13,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000244,65+,M,UK,2024-05-28,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,free
user_000245,45-54,M,US,2025-06-06,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""History""]",high,free
user_000246,55-64,M,US,2024-06-22,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000247,25-34,F,UK,2024-10-15,"[""Thriller"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",high,free
user_000248,55-64,F,JP,2025-05-05,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Adventure"", ""Family"", ""Romance""]",high,premium
user_000249,45-54,M,US,2024-08-06,"[""Mystery"", ""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,free
user_000250,55-64,F,US,2024-08-18,"[""Mystery"", ""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000251,35-44,M,UK,2025-07-02,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000252,25-34,F,US,2024-02-22,"[""Thriller"", ""Comedy"", ""Music"", ""Fantasy"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",medium,free
user_000253,18-24,M,UK,2024-11-30,"[""Action"", ""Thriller"", ""Comedy"", ""Fantasy"", ""War"", ""Science Fiction"", ""Adventure"", ""Horror"", ""Family""]",medium,free
user_000254,45-54,F,JP,2025-12-29,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000255,18-24,M,BR,2025-12-28,"[""Action"", ""Thriller"", ""History"", ""Comedy"", ""War"", ""Science Fiction"", ""Horror"", ""Romance""]",low,free
user_000256,45-54,F,AU,2024-02-22,"[""Mystery"", ""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Western"", ""Family"", ""Romance""]",low,free
user_000257,35-44,M,US,2024-06-03,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",low,free
user_000258,25-34,M,AU,2024-07-11,"[""Mystery"", ""Action"", ""Thriller"", ""History"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,premium
user_000259,25-34,M,US,2025-11-12,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,premium
user_000260,18-24,F,US,2025-10-04,"[""Action"", ""Comedy"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000261,55-64,F,JP,2025-10-03,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",medium,premium
user_000262,18-24,F,CA,2024-09-26,"[""Action"", ""History"", ""Comedy"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",high,free
user_000263,45-54,F,FR,2024-04-24,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000264,25-34,M,KR,2025-08-31,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Romance""]",low,premium
user_000265,25-34,M,JP,2025-05-28,"[""Action"", ""Thriller"", ""Comedy"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000266,35-44,F,US,2025-03-22,"[""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Horror"", ""Family"", ""Romance""]",high,premium
user_000267,45-54,M,FR,2025-12-21,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",low,free
user_000268,25-34,M,KR,2025-04-22,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Romance""]",medium,premium
user_000269,35-44,M,US,2024-01-05,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",high,free
user_000270,55-64,F,UK,2025-08-19,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""Romance""]",medium,free
user_000271,55-64,F,UK,2024-08-05,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000272,65+,M,DE,2025-04-28,"[""Action"", ""Thriller"", ""Crime"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,premium
user_000273,18-24,F,IN,2025-11-16,"[""Action"", ""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000274,65+,M,KR,2024-04-07,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""History""]",medium,free
user_000275,55-64,M,CA,2024-03-24,"[""Mystery"", ""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""History""]",medium,free
user_000276,25-34,M,BR,2024-03-18,"[""Action"", ""Thriller"", ""Comedy"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Romance""]",low,free
user_000277,25-34,F,US,2025-02-07,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Family"", ""Romance""]",high,free
user_000278,25-34,M,US,2024-07-17,"[""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000279,55-64,M,US,2025-03-17,"[""Mystery"", ""Action"", ""Thriller"", ""Crime"", ""Animation"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",medium,premium
user_000280,25-34,M,US,2025-06-07,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",medium,free
user_000281,35-44,F,JP,2024-05-27,"[""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Family"", ""Romance""]",medium,premium
user_000282,25-34,M,US,2025-04-07,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""Romance""]",low,free
user_000283,65+,M,US,2024-07-10,"[""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Family"", ""History""]",medium,premium
user_000284,25-34,F,US,2024-12-22,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""Family"", ""Romance""]",low,premium
user_000285,65+,M,BR,2025-10-22,"[""Action"", ""Thriller"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Horror"", ""Family"", ""History""]",medium,premium
user_000286,35-44,F,UK,2025-09-09,"[""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000287,18-24,M,FR,2024-03-07,"[""Action"", ""Thriller"", ""Comedy"", ""War"", ""Science Fiction"", ""Western"", ""Horror""]",low,free
user_000288,65+,M,DE,2024-11-04,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""War"", ""Science Fiction"", ""Adventure"", ""Family"", ""History""]",medium,premium
user_000289,25-34,F,KR,2024-07-20,"[""Thriller"", ""Comedy"", ""Music"", ""Drama"", ""Family"", ""Romance""]",high,free
user_000290,35-44,F,KR,2024-01-02,"[""Animation"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Family"", ""Romance""]",medium,free
user_000291,65+,F,DE,2025-07-16,"[""Mystery"", ""Action"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000292,25-34,F,US,2025-04-09,"[""Thriller"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Horror"", ""Family"", ""Romance""]",medium,premium
user_000293,18-24,Other,UK,2024-07-09,"[""Action"", ""Animation"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family""]",high,premium
user_000294,35-44,F,KR,2025-06-24,"[""History"", ""Comedy"", ""Documentary"", ""Fantasy"", ""Drama"", ""Family"", ""Romance""]",medium,free
user_000295,45-54,F,JP,2025-02-06,"[""Mystery"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Western"", ""Adventure"", ""Family"", ""Romance""]",medium,free
user_000296,55-64,M,CA,2024-11-07,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Documentary"", ""Music"", ""Drama"", ""War"", ""Science Fiction"", ""History""]",low,free
user_000297,25-34,M,FR,2024-01-07,"[""Action"", ""Thriller"", ""Crime"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Western"", ""Adventure"", ""Romance""]",medium,free
user_000298,25-34,M,US,2024-02-24,"[""Mystery"", ""Action"", ""Thriller"", ""Comedy"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",low,free
user_000299,45-54,F,UK,2025-10-06,"[""Mystery"", ""Crime"", ""History"", ""Comedy"", ""Documentary"", ""Drama"", ""Adventure"", ""Family"", ""Romance""]",medium,premium
user_000300,35-44,M,US,2025-10-21,"[""Action"", ""Thriller"", ""Romance"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Family"", ""History""]",medium,free
user_000301,25-34,F,CA,2025-02-01,"[""Mystery"", ""Thriller"", ""Comedy"", ""Drama"", ""Western"", ""Family"", ""Romance""]",medium,premium
user_000302,55-64,F,BR,2025-09-01,"[""Mystery"", ""Crime"", ""Thriller"", ""History"", ""Comedy"", ""Documentary"", ""Music"", ""Drama"", ""Family"", ""Romance""]",low,free
user_000303,18-24,F,KR,2025-02-28,"[""Mystery"", ""Action"", ""Comedy"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Horror"", ""Family"", ""Romance""]",low,premium
user_000304,18-24,F,US,2024-04-17,"[""Action"", ""Comedy"", ""Music"", ""Fantasy"", ""Drama"", ""Science Fiction"", ""Adventure"", ""Horror"", ""Family"", ""Romance""]",low,free
user_000305,25-34,M,US,2024-04-02,"[""Mystery"", ""Action"", ""Thriller"", ""Animation"", ""Comedy"", ""Documentary"", ""Drama"", ""War"", ""Science Fiction"", ""Romance""]",high,free
user_000306,25-34,F,FR,2024-08-12,"[""Thriller"", ""Comedy"", ""Drama"", ""Science Fiction"", ""Adventure"", ""Family"", ""Romance""]",low,free
user_000307,18-24,M,FR,2025-10-18,"[""Action"", ""Thriller"", ""Comedy"", ""Documentary"", ""War"", ""Science Fiction"", ""Horror""]",low,free
