user_id,item_id,interaction_type,rating,timestamp,session_id,device_type,duration_seconds
user_000097,item_000034,purchase,4.6,2025-04-10T09:39:03,session_3718,desktop,
user_000478,item_001064,view,5.0,2025-07-01T12:42:18,session_8099,desktop,
user_000058,item_001254,view,3.3,2025-03-02T22:21:40,session_9248,desktop,
user_000752,item_000365,view,2.5,2025-03-10T12:12:53,session_9871,mobile,
user_000793,item_000849,like,2.3,2025-09-26T19:27:45,session_8828,mobile,
user_000414,item_000120,purchase,4.1,2025-09-02T20:01:47,session_9321,desktop,
user_000493,item_000321,view,4.2,2025-08-12T21:23:19,session_4550,tablet,
user_000326,item_000207,like,5.0,2025-03-04T15:05:50,session_7419,mobile,
user_000568,item_000292,view,2.7,2025-08-07T20:55:22,session_1141,mobile,
user_000546,item_001462,view,4.5,2025-10-05T21:10:48,session_5913,desktop,
user_000565,item_001240,watch,3.3,2025-02-14T06:37:48,session_5127,mobile,5323.0
user_000013,item_000101,watch,4.4,2025-12-11T18:50:10,session_5025,desktop,744.0
user_000294,item_001138,watch,4.7,2025-11-08T18:11:38,session_1187,mobile,4990.0
user_000719,item_001000,view,4.3,2025-11-17T16:25:10,session_8264,mobile,
user_000137,item_000374,view,2.0,2025-09-22T21:00:16,session_6614,mobile,
user_000594,item_000966,watch,3.5,2025-04-09T22:12:11,session_2093,desktop,6878.0
user_000662,item_001394,like,4.7,2025-11-10T16:39:04,session_1817,tablet,
user_000778,item_001478,watch,2.7,2025-01-12T18:15:23,session_4289,tablet,5102.0
user_000137,item_000067,view,2.7,2025-12-25T14:05:05,session_4640,desktop,
user_000005,item_000313,watch,3.3,2025-09-04T11:26:01,session_9665,mobile,3809.0
user_000497,item_000948,share,2.2,2025-08-11T19:20:25,session_5603,desktop,
user_000113,item_001013,like,3.8,2025-09-05T20:47:26,session_1899,desktop,
user_000446,item_000985,watch,2.9,2025-11-18T19:25:18,session_4578,tablet,4336.0
user_000730,item_001197,view,4.7,2024-12-30T17:00:00,session_6334,mobile,
user_000474,item_001077,like,3.1,2025-06-10T14:27:05,session_8285,desktop,
user_000674,item_001035,like,4.4,2025-09-07T06:43:07,session_4368,mobile,
user_000420,item_000348,view,5.0,2025-08-30T18:18:45,session_2526,desktop,
user_000306,item_000648,view,3.2,2025-11-12T10:45:06,session_7374,desktop,
user_000294,item_000863,like,3.0,2025-05-02T06:29:11,session_8600,desktop,
user_000674,item_000182,like,3.6,2025-11-04T15:33:23,session_8808,desktop,
user_000770,item_000017,watch,2.6,2025-06-01T14:50:16,session_5789,mobile,5139.0
user_000046,item_001172,view,4.5,2025-02-12T20:56:27,session_2138,desktop,
user_000102,item_001025,view,4.4,2025-07-07T22:28:01,session_2417,desktop,
user_000630,item_001027,view,3.6,2025-06-29T21:11:19,session_3994,mobile,
user_000172,item_000188,view,3.8,2025-07-12T18:28:19,session_5368,desktop,
user_000079,item_001294,view,3.2,2025-01-14T19:10:14,session_5401,desktop,
user_000438,item_001449,view,3.8,2025-09-19T21:50:12,session_9208,desktop,
user_000586,item_001344,watch,4.0,2025-01-21T10:10:22,session_5807,tablet,3058.0
user_000763,item_000891,view,2.0,2025-12-06T21:26:35,session_1679,desktop,
user_000478,item_001275,view,3.3,2025-07-18T15:46:45,session_5361,mobile,
user_000668,item_000307,watch,2.8,2025-04-29T15:38:21,session_4721,tablet,7193.0
user_000345,item_000255,view,5.0,2025-05-22T17:20:30,session_5389,mobile,
user_000400,item_001111,like,5.0,2025-05-01T03:15:20,session_1262,mobile,
user_000595,item_001308,view,1.9,2025-11-17T14:30:34,session_2272,desktop,
user_000688,item_000351,like,4.4,2025-10-21T22:19:31,session_7726,tablet,
user_000096,item_000090,view,3.8,2026-01-02T20:32:58,session_9561,desktop,
user_000217,item_000392,like,4.6,2025-03-22T16:25:46,session_7146,mobile,
user_000555,item_000867,like,2.4,2025-09-08T17:53:41,session_6757,desktop,
user_000262,item_001395,view,2.7,2025-12-15T01:54:29,session_3152,tablet,
user_000397,item_001228,view,2.8,2025-11-30T22:25:35,session_2100,desktop,
user_000674,item_000053,like,3.6,2025-03-17T21:33:23,session_9479,tablet,
user_000584,item_000784,watch,3.2,2025-05-04T23:09:28,session_8788,tablet,1397.0
user_000590,item_001253,watch,5.0,2025-01-22T08:00:49,session_9470,desktop,2770.0
user_000714,item_000008,view,3.9,2025-08-15T09:53:53,session_7308,mobile,
user_000297,item_000169,watch,5.0,2025-01-09T14:23:26,session_8018,mobile,2794.0
user_000037,item_000149,watch,4.2,2025-06-11T19:28:17,session_7960,tablet,4201.0
user_000216,item_000311,like,2.4,2025-01-13T21:41:28,session_4456,mobile,
user_000414,item_001001,view,1.0,2025-10-17T22:50:56,session_2970,tablet,
user_000138,item_000941,watch,2.8,2025-12-12T22:26:26,session_8788,tablet,5292.0
user_000794,item_001203,view,4.0,2025-11-07T22:49:32,session_8407,tablet,
user_000662,item_000204,view,4.7,2025-03-30T02:21:13,session_9231,desktop,
user_000692,item_000445,like,4.5,2025-06-21T15:52:02,session_7344,desktop,
user_000769,item_001412,view,3.8,2025-12-21T17:13:19,session_3771,tablet,
user_000527,item_000338,view,4.3,2025-10-30T22:55:54,session_9252,desktop,
user_000409,item_000256,like,3.9,2025-11-01T23:51:40,session_6286,mobile,
user_000686,item_000064,share,4.1,2025-07-08T06:36:08,session_3277,mobile,
user_000711,item_001140,view,1.0,2025-03-26T11:16:41,session_7923,tablet,
user_000783,item_000370,view,5.0,2025-01-31T06:43:46,session_8254,mobile,
user_000416,item_000777,view,5.0,2025-08-06T12:11:53,session_2002,mobile,
user_000411,item_000580,view,1.8,2025-06-08T16:36:59,session_1242,desktop,
user_000594,item_001144,watch,3.9,2025-02-03T23:49:53,session_9338,tablet,686.0
user_000689,item_001119,like,3.3,2025-06-11T16:52:34,session_3617,desktop,
user_000575,item_000882,watch,4.7,2025-02-19T19:56:49,session_4343,mobile,3828.0
user_000092,item_001162,view,3.9,2025-12-21T23:58:59,session_1099,tablet,
user_000433,item_000157,like,3.3,2025-11-30T17:19:39,session_5299,mobile,
user_000414,item_000406,view,5.0,2025-05-17T08:10:01,session_4379,tablet,
user_000712,item_000104,watch,2.7,2025-11-20T13:43:42,session_4840,mobile,5556.0
user_000243,item_001454,like,3.6,2025-09-09T16:19:43,session_1315,mobile,
user_000289,item_000092,purchase,3.3,2025-10-12T08:36:39,session_7857,desktop,
user_000027,item_000317,like,4.6,2025-01-21T21:38:11,session_2040,tablet,
user_000551,item_000143,like,2.9,2025-10-19T04:00:23,session_5234,tablet,
user_000543,item_000319,view,3.9,2025-01-25T07:14:35,session_9398,tablet,
user_000794,item_000229,watch,3.6,2025-08-15T23:51:03,session_3403,tablet,5586.0
user_000758,item_000746,like,1.8,2025-06-11T16:26:30,session_9224,mobile,
user_000395,item_000692,view,5.0,2025-02-05T13:41:17,session_4633,tablet,
user_000116,item_000363,view,2.4,2025-01-19T15:41:33,session_1848,mobile,
user_000388,item_000458,view,2.3,2025-01-18T21:16:56,session_3325,tablet,
user_000523,item_000606,share,3.0,2025-11-11T13:12:28,session_1759,mobile,
user_000487,item_000560,view,5.0,2025-05-31T23:26:40,session_5888,mobile,
user_000456,item_000198,view,4.5,2025-08-12T06:13:01,session_9407,tablet,
user_000552,item_000229,share,5.0,2025-06-03T22:29:10,session_7588,mobile,
user_000169,item_001056,watch,3.9,2025-11-11T20:26:35,session_3848,tablet,7158.0
user_000788,item_000361,view,4.4,2025-10-20T23:53:33,session_6345,mobile,
user_000676,item_001056,like,3.5,2025-08-15T22:29:09,session_9459,tablet,
user_000675,item_001196,view,3.4,2025-06-13T15:21:36,session_4012,tablet,
user_000478,item_000941,view,3.1,2025-06-17T20:05:04,session_7864,tablet,
user_000002,item_001346,like,4.8,2025-06-04T03:37:43,session_2840,tablet,
user_000614,item_001479,watch,4.7,2025-08-13T09:24:54,session_2805,mobile,6582.0
user_000483,item_000149,like,3.6,2025-02-05T19:08:00,session_1542,tablet,
user_000136,item_000891,share,2.4,2025-08-25T04:15:39,session_2966,desktop,
user_000058,item_000328,like,3.5,2025-09-03T20:51:11,session_7902,mobile,
user_000688,item_000723,like,4.5,2025-01-08T20:16:17,session_5412,mobile,
user_000333,item_000280,watch,5.0,2025-07-07T21:24:40,session_4012,tablet,2103.0
user_000342,item_000034,view,4.4,2025-08-02T23:43:52,session_8938,mobile,
user_000083,item_001000,purchase,4.8,2025-02-13T23:51:42,session_3336,desktop,
user_000382,item_000380,watch,3.8,2025-01-08T03:37:05,session_3559,mobile,3786.0
user_000372,item_001174,view,4.2,2025-09-22T19:35:58,session_5362,tablet,
user_000462,item_000859,like,3.1,2025-08-03T09:52:59,session_1963,mobile,
user_000624,item_000188,watch,4.0,2025-11-02T18:48:28,session_1012,mobile,6208.0
user_000300,item_001189,view,3.0,2025-12-01T23:08:54,session_6051,mobile,
user_000360,item_000865,view,5.0,2025-02-14T15:44:48,session_7961,desktop,
user_000513,item_001450,view,3.5,2025-07-04T21:44:34,session_8202,desktop,
user_000797,item_001166,like,5.0,2025-05-09T22:43:01,session_4982,desktop,
user_000718,item_001006,like,4.7,2025-06-29T20:07:22,session_8401,desktop,
user_000254,item_001429,watch,2.1,2025-08-14T09:17:45,session_7554,desktop,1277.0
user_000130,item_000043,purchase,4.2,2025-03-13T23:24:25,session_8595,tablet,
user_000794,item_001370,watch,1.0,2025-02-18T08:33:26,session_5648,tablet,633.0
user_000381,item_000763,watch,3.9,2025-01-15T21:36:52,session_8939,tablet,1456.0
user_000138,item_000574,watch,4.9,2025-02-14T21:16:11,session_9592,desktop,1541.0
user_000169,item_001276,view,4.2,2025-07-31T18:36:39,session_3110,mobile,
user_000393,item_001497,like,4.3,2025-07-05T17:04:29,session_7687,mobile,
user_000193,item_000507,watch,1.8,2025-08-25T22:24:39,session_3528,tablet,6069.0
user_000617,item_001100,like,2.8,2025-05-09T05:46:35,session_5062,mobile,
user_000328,item_000537,like,4.7,2025-07-31T11:47:30,session_7550,tablet,
user_000527,item_000162,view,3.5,2025-07-16T16:31:28,session_4068,desktop,
user_000799,item_000600,watch,1.5,2025-02-21T22:19:07,session_5047,desktop,4332.0
user_000050,item_000423,like,3.8,2025-06-19T19:55:51,session_5120,tablet,
user_000252,item_001185,watch,4.7,2025-08-12T13:38:33,session_4106,tablet,723.0
user_000158,item_000018,like,3.5,2025-04-15T19:25:00,session_1480,mobile,
user_000068,item_001214,watch,2.9,2025-12-25T22:41:42,session_8641,desktop,1232.0
user_000631,item_000110,view,3.9,2025-07-07T18:04:50,session_5996,tablet,
user_000667,item_000403,watch,3.4,2025-08-27T09:54:02,session_5657,tablet,4650.0
user_000072,item_001376,watch,3.0,2025-02-25T06:01:13,session_9463,tablet,4090.0
user_000329,item_000548,view,3.2,2025-04-01T21:08:02,session_9849,desktop,
user_000659,item_000317,watch,3.4,2025-10-25T23:42:24,session_5868,mobile,6110.0
user_000683,item_000657,like,1.8,2025-07-22T21:08:18,session_1186,desktop,
user_000635,item_001181,share,5.0,2025-01-18T15:41:09,session_1911,tablet,
user_000239,item_000921,view,2.2,2025-05-04T13:14:01,session_8937,desktop,
user_000438,item_000833,view,4.7,2025-12-22T22:51:06,session_5276,tablet,
user_000635,item_000790,like,2.5,2025-08-21T14:58:36,session_9932,mobile,
user_000664,item_000569,view,4.1,2025-03-13T21:23:25,session_9748,mobile,
user_000004,item_000990,view,3.6,2025-01-30T17:15:40,session_1045,desktop,
user_000630,item_000317,watch,5.0,2025-03-09T06:06:59,session_9621,desktop,4714.0
user_000341,item_000728,purchase,3.5,2025-06-22T15:09:48,session_5757,mobile,
user_000317,item_000437,watch,2.6,2025-09-15T21:31:16,session_2974,tablet,1368.0
user_000325,item_001264,purchase,4.3,2025-06-24T05:42:12,session_8899,tablet,
user_000633,item_000843,purchase,3.6,2025-09-09T16:25:06,session_1208,mobile,
user_000508,item_000785,watch,4.2,2025-11-06T16:12:41,session_3778,mobile,4095.0
user_000358,item_000824,like,2.6,2025-07-31T08:05:48,session_3938,mobile,
user_000150,item_000940,like,4.7,2025-05-01T11:53:39,session_2162,tablet,
user_000203,item_000438,view,4.6,2025-04-18T06:12:13,session_8530,mobile,
user_000194,item_000064,view,3.8,2025-05-04T18:51:18,session_6087,desktop,
user_000459,item_000740,purchase,3.8,2025-02-11T10:49:17,session_9083,desktop,
user_000026,item_000057,like,4.5,2025-11-15T23:34:26,session_3108,mobile,
user_000322,item_000619,view,4.2,2025-11-28T22:59:56,session_1084,tablet,
user_000481,item_001154,view,4.4,2025-06-29T11:04:49,session_2168,desktop,
user_000644,item_001223,view,3.6,2025-12-07T15:05:30,session_4914,tablet,
user_000170,item_001360,view,2.8,2025-08-20T21:37:22,session_2285,desktop,
user_000392,item_001145,view,4.0,2025-09-15T15:02:38,session_2202,tablet,
user_000521,item_001473,purchase,5.0,2025-06-24T21:34:47,session_2295,tablet,
user_000754,item_000800,view,3.9,2025-03-18T16:20:57,session_8403,desktop,
user_000277,item_000779,purchase,4.2,2025-06-23T23:39:25,session_6992,mobile,
user_000616,item_000397,view,2.5,2025-10-07T02:58:25,session_1768,tablet,
user_000503,item_001234,watch,2.6,2025-10-24T19:00:03,session_5670,mobile,4845.0
user_000012,item_000292,share,1.9,2025-10-21T21:20:57,session_6107,mobile,
user_000552,item_000988,watch,3.8,2025-05-21T13:48:15,session_9944,mobile,1489.0
user_000083,item_001256,view,2.3,2025-05-25T23:01:43,session_4424,tablet,
user_000391,item_000801,watch,3.0,2025-10-28T11:10:49,session_1653,mobile,4238.0
user_000557,item_000705,purchase,5.0,2025-01-01T21:43:17,session_1344,tablet,
user_000455,item_000854,view,4.4,2025-01-02T23:00:09,session_7418,desktop,
user_000161,item_001107,watch,2.8,2025-05-09T07:21:05,session_7260,desktop,5699.0
user_000726,item_001116,view,2.8,2025-07-21T23:55:13,session_4878,desktop,
user_000738,item_000317,view,4.8,2025-02-20T07:12:03,session_4110,tablet,
user_000479,item_001175,view,5.0,2025-06-14T23:32:58,session_9310,mobile,
user_000780,item_001483,like,5.0,2025-08-18T20:27:31,session_1697,tablet,
user_000737,item_001011,share,5.0,2025-11-29T07:35:30,session_1697,tablet,
user_000172,item_000989,view,4.0,2025-05-15T08:38:44,session_2518,tablet,
user_000740,item_000414,watch,4.0,2025-12-21T18:40:56,session_5622,mobile,676.0
user_000094,item_001354,like,3.3,2025-03-17T23:51:24,session_7202,mobile,
user_000098,item_000938,watch,3.3,2025-04-12T22:17:35,session_6546,tablet,415.0
user_000351,item_001220,purchase,3.5,2025-03-26T23:15:11,session_2954,mobile,
user_000608,item_000196,view,2.7,2025-04-04T22:02:18,session_8451,tablet,
user_000688,item_000114,view,3.7,2025-03-03T17:09:01,session_6137,mobile,
user_000615,item_001169,like,3.6,2025-11-05T08:43:00,session_8799,desktop,
user_000279,item_000715,like,4.1,2025-03-30T20:17:18,session_8868,tablet,
user_000714,item_000818,view,2.0,2025-03-11T23:03:55,session_9713,tablet,
user_000695,item_000935,purchase,3.6,2025-03-04T22:58:40,session_4222,mobile,
user_000454,item_000601,like,2.2,2025-04-04T13:18:24,session_2203,tablet,
user_000586,item_000040,view,3.2,2025-02-05T22:15:36,session_5461,desktop,
user_000497,item_000329,purchase,2.5,2025-10-30T16:26:08,session_7675,mobile,
user_000334,item_001008,view,4.1,2025-02-18T23:36:24,session_1045,desktop,
user_000237,item_000288,view,4.4,2025-08-26T12:08:47,session_7297,mobile,
user_000757,item_001181,view,5.0,2025-11-18T19:01:08,session_7127,desktop,
user_000568,item_000649,like,3.7,2025-05-02T04:00:13,session_7361,tablet,
user_000410,item_000540,like,4.5,2025-03-21T20:25:15,session_1680,desktop,
user_000244,item_000744,view,2.8,2025-06-14T23:00:23,session_1721,mobile,
user_000748,item_000019,view,5.0,2025-05-14T20:41:05,session_8027,desktop,
user_000008,item_000096,watch,4.2,2025-05-15T21:37:07,session_1179,mobile,4835.0
user_000044,item_000478,watch,3.6,2025-03-02T10:10:03,session_4887,tablet,266.0
user_000146,item_001371,like,2.2,2025-07-10T12:01:38,session_5297,desktop,
user_000161,item_000323,watch,2.9,2025-10-18T15:49:29,session_7078,tablet,3859.0
user_000712,item_000914,like,3.4,2025-08-15T20:14:54,session_2836,tablet,
user_000664,item_000039,like,4.7,2025-06-06T10:25:02,session_1811,tablet,
user_000733,item_000674,watch,3.7,2025-09-16T19:02:08,session_8593,desktop,6704.0
user_000504,item_000213,purchase,3.6,2025-02-11T13:42:20,session_5223,desktop,
user_000645,item_000265,view,1.9,2025-11-18T11:08:02,session_6226,desktop,
user_000765,item_000658,watch,3.5,2025-02-15T18:38:18,session_5674,desktop,1874.0
user_000526,item_001344,watch,3.2,2025-03-14T21:40:35,session_2978,tablet,4519.0
user_000609,item_001403,view,4.8,2025-07-12T16:40:22,session_9673,mobile,
user_000290,item_000397,like,3.2,2025-09-10T10:54:18,session_6409,desktop,
user_000415,item_000851,like,3.7,2025-04-30T20:38:50,session_7078,mobile,
user_000126,item_000899,like,4.9,2025-06-05T18:31:03,session_6159,tablet,
user_000417,item_000636,view,5.0,2025-08-19T18:15:51,session_7691,mobile,
user_000430,item_001446,view,3.4,2025-12-02T07:19:34,session_7931,mobile,
user_000458,item_001261,watch,1.5,2025-10-11T19:55:40,session_3527,desktop,3356.0
user_000134,item_001186,view,2.7,2025-08-06T17:23:32,session_6982,mobile,
user_000072,item_001433,watch,4.1,2025-11-07T22:12:43,session_1071,mobile,3644.0
user_000235,item_001237,watch,2.1,2025-04-16T13:40:05,session_7933,desktop,6657.0
user_000096,item_000122,watch,3.8,2025-02-22T21:03:22,session_9627,desktop,4716.0
user_000063,item_000820,like,4.0,2025-03-30T23:11:16,session_5951,mobile,
user_000214,item_001172,view,5.0,2025-08-23T20:19:28,session_5347,mobile,
user_000726,item_001114,watch,5.0,2025-04-11T13:16:46,session_6986,mobile,825.0
user_000696,item_001185,watch,4.1,2025-02-14T20:44:58,session_8660,tablet,475.0
user_000326,item_000162,view,3.9,2025-07-04T19:07:36,session_2309,tablet,
user_000537,item_000442,watch,4.7,2025-07-31T22:34:25,session_8122,tablet,2490.0
user_000735,item_000191,view,1.0,2025-06-26T22:13:27,session_6408,desktop,
user_000126,item_000504,view,5.0,2025-09-22T12:12:56,session_6280,tablet,
user_000621,item_000884,watch,3.8,2025-10-13T07:40:42,session_8536,desktop,4510.0
user_000007,item_000952,share,4.5,2025-10-15T20:29:03,session_4043,mobile,
user_000763,item_000516,watch,4.6,2025-08-12T22:54:30,session_2453,tablet,2203.0
user_000006,item_001420,view,4.1,2025-03-01T23:06:36,session_4041,mobile,
user_000026,item_000261,purchase,2.4,2025-05-21T19:27:31,session_4963,mobile,
user_000194,item_000478,view,3.5,2025-11-17T19:09:44,session_8848,mobile,
user_000698,item_000464,like,5.0,2025-10-06T22:18:16,session_1654,mobile,
user_000574,item_000943,watch,3.3,2025-05-15T02:20:15,session_3684,desktop,6615.0
user_000471,item_000467,like,1.4,2025-07-07T21:55:37,session_4061,desktop,
user_000169,item_000574,watch,4.4,2025-03-05T20:58:15,session_3612,mobile,5935.0
user_000547,item_000686,watch,2.5,2025-09-16T18:41:09,session_1765,mobile,1982.0
user_000702,item_000033,watch,2.7,2025-07-15T20:16:44,session_1002,mobile,3497.0
user_000631,item_000534,watch,5.0,2025-06-29T07:33:17,session_5806,mobile,1770.0
user_000304,item_001364,view,3.3,2025-12-14T19:04:38,session_9606,mobile,
user_000622,item_001304,watch,2.8,2025-06-27T21:21:52,session_6260,mobile,2719.0
user_000275,item_000978,purchase,4.3,2025-07-30T22:08:57,session_7373,mobile,
user_000453,item_000139,watch,3.9,2025-08-20T02:36:44,session_2137,mobile,4544.0
user_000226,item_000676,watch,5.0,2025-10-20T17:45:53,session_7444,desktop,2044.0
user_000218,item_000021,view,5.0,2025-08-24T19:11:49,session_8086,tablet,
user_000742,item_001380,like,2.6,2025-03-15T07:58:08,session_9073,desktop,
user_000478,item_000156,like,3.3,2025-11-22T12:13:04,session_7785,tablet,
user_000518,item_000732,view,3.7,2025-06-13T08:02:25,session_7583,desktop,
user_000747,item_000898,view,2.5,2025-03-25T18:59:51,session_8257,mobile,
user_000212,item_001205,view,5.0,2025-03-20T22:03:15,session_7200,mobile,
user_000343,item_001314,like,4.8,2025-06-03T09:10:39,session_9248,desktop,
user_000294,item_001266,view,2.2,2025-05-22T22:40:30,session_5874,tablet,
user_000054,item_000813,watch,3.9,2025-03-03T20:17:01,session_8116,desktop,6432.0
user_000776,item_001303,view,4.1,2025-11-03T21:10:27,session_8429,desktop,
user_000141,item_000519,view,3.7,2025-04-02T19:59:00,session_8040,mobile,
user_000014,item_000934,view,4.1,2025-01-30T03:15:45,session_7632,mobile,
user_000520,item_001038,watch,3.2,2025-10-01T12:22:40,session_7611,desktop,3402.0
user_000746,item_000887,view,3.5,2025-04-22T21:17:20,session_8957,tablet,
user_000600,item_000055,view,3.7,2025-07-12T14:37:44,session_8936,tablet,
user_000588,item_000164,view,3.4,2025-03-24T23:45:17,session_2267,desktop,
user_000723,item_000237,watch,2.5,2025-01-14T22:02:37,session_6160,desktop,146.0
user_000288,item_000989,watch,3.1,2025-07-05T21:51:42,session_4400,mobile,6776.0
user_000426,item_000596,view,2.0,2025-05-02T10:27:18,session_4546,mobile,
user_000134,item_000768,view,3.2,2025-06-13T18:37:16,session_7242,mobile,
user_000103,item_001492,like,3.0,2025-06-11T16:42:55,session_2709,desktop,
user_000630,item_000971,view,3.2,2025-05-19T21:14:16,session_1266,mobile,
user_000716,item_000720,view,4.0,2025-07-06T16:27:47,session_3676,mobile,
user_000197,item_001231,view,3.8,2025-04-08T09:33:45,session_5983,desktop,
user_000307,item_001144,view,4.9,2025-01-13T13:21:25,session_8554,tablet,
user_000516,item_000170,view,3.3,2025-06-09T19:04:54,session_9411,tablet,
user_000538,item_000843,watch,3.5,2025-04-11T21:13:28,session_9615,tablet,4503.0
user_000664,item_000242,view,3.1,2025-01-26T21:21:42,session_9956,desktop,
user_000069,item_000189,view,3.9,2025-11-24T18:03:24,session_2262,tablet,
user_000204,item_001097,watch,2.8,2025-04-16T21:16:36,session_7063,desktop,2536.0
user_000765,item_001018,view,3.7,2025-07-01T17:38:34,session_5440,desktop,
user_000025,item_001241,view,3.0,2025-07-18T18:20:32,session_8018,tablet,
user_000454,item_001220,watch,3.7,2025-01-27T23:36:49,session_7337,mobile,5586.0
user_000554,item_000087,view,3.4,2025-04-15T23:54:39,session_8287,mobile,
user_000404,item_000139,view,3.7,2025-03-23T08:03:53,session_9896,mobile,
user_000587,item_000442,view,5.0,2025-02-11T16:26:05,session_7294,desktop,
user_000135,item_000483,view,4.3,2025-05-16T21:20:22,session_6220,tablet,
user_000700,item_000708,view,2.5,2025-07-17T13:17:21,session_9179,tablet,
user_000535,item_000606,view,3.1,2025-05-01T08:20:20,session_6873,desktop,
user_000102,item_001300,view,3.6,2025-09-03T10:11:16,session_8704,desktop,
user_000281,item_000050,view,4.4,2025-04-05T15:24:33,session_8313,desktop,
user_000533,item_000830,view,2.6,2025-09-28T13:26:51,session_9699,mobile,
user_000298,item_000008,purchase,4.7,2025-10-07T19:22:04,session_7794,desktop,
user_000261,item_000158,purchase,2.9,2025-11-04T21:09:11,session_5205,desktop,
user_000266,item_000461,view,4.2,2025-03-15T18:59:18,session_1080,mobile,
user_000416,item_001093,view,5.0,2025-08-08T18:27:01,session_9397,mobile,
user_000481,item_001373,share,4.2,2025-02-18T21:46:04,session_8415,mobile,
user_000418,item_000756,view,3.8,2025-11-13T19:51:59,session_5387,mobile,
user_000217,item_000419,view,3.9,2025-09-18T09:26:03,session_3840,mobile,
user_000710,item_000070,view,3.0,2025-07-16T11:03:34,session_9760,mobile,
user_000031,item_000567,view,1.8,2025-04-04T20:49:55,session_5554,tablet,
user_000070,item_000937,share,3.6,2025-10-12T02:37:49,session_8098,tablet,
user_000067,item_000660,view,3.0,2025-04-12T08:30:38,session_8942,tablet,
user_000498,item_001020,watch,3.8,2025-05-11T23:21:09,session_5402,mobile,1748.0
user_000371,item_000946,watch,5.0,2025-12-29T12:17:33,session_1215,desktop,2633.0
user_000043,item_000785,view,5.0,2025-12-11T13:22:48,session_7187,tablet,
user_000503,item_001323,purchase,2.9,2025-10-31T06:36:20,session_9163,tablet,
user_000654,item_000770,watch,2.7,2025-10-03T17:36:16,session_1308,desktop,4818.0
user_000643,item_001277,view,2.7,2025-01-03T20:02:08,session_8081,mobile,
user_000172,item_000996,view,3.7,2025-08-26T23:16:17,session_3410,tablet,
user_000045,item_000833,watch,4.8,2025-12-27T23:05:22,session_9690,tablet,6278.0
user_000143,item_000915,view,1.4,2025-12-13T20:17:39,session_1287,desktop,
user_000195,item_001060,view,3.4,2025-11-11T13:09:02,session_4725,mobile,
user_000577,item_001330,view,3.7,2025-03-23T23:42:29,session_8719,desktop,
user_000545,item_001222,view,5.0,2025-09-20T16:23:39,session_6985,mobile,
user_000672,item_000989,watch,2.7,2025-03-16T13:32:57,session_7969,tablet,2219.0
user_000535,item_000179,view,4.6,2025-03-25T22:12:00,session_9206,tablet,
user_000741,item_001181,watch,5.0,2025-08-07T13:50:41,session_9519,desktop,5734.0
user_000283,item_000708,view,3.2,2025-07-26T21:10:15,session_4600,mobile,
user_000439,item_000813,view,4.7,2025-06-25T18:46:35,session_7172,tablet,
user_000637,item_001036,watch,4.0,2025-10-24T18:10:29,session_7881,desktop,2426.0
user_000528,item_000407,like,4.5,2025-05-09T16:12:44,session_1040,desktop,
user_000412,item_000040,watch,2.5,2025-02-04T15:42:41,session_2416,desktop,785.0
user_000542,item_001125,watch,2.3,2025-11-04T21:51:48,session_2479,desktop,4460.0
user_000153,item_000787,purchase,4.9,2025-06-09T18:56:24,session_6927,desktop,
user_000576,item_000550,watch,2.2,2025-12-09T10:39:35,session_1383,desktop,1281.0
user_000241,item_000866,watch,2.6,2025-06-05T00:14:41,session_8762,mobile,3718.0
user_000514,item_000351,purchase,4.4,2025-06-08T21:01:09,session_3805,mobile,
user_000482,item_001057,watch,3.6,2025-11-07T19:36:03,session_1588,tablet,6686.0
user_000781,item_000569,watch,3.8,2025-01-10T20:20:52,session_5468,tablet,4471.0
user_000642,item_001329,watch,3.1,2025-02-18T09:03:42,session_5596,desktop,3688.0
user_000594,item_001364,like,2.8,2025-11-14T06:16:04,session_8293,desktop,
user_000508,item_000476,view,2.7,2025-04-20T22:12:37,session_9598,mobile,
user_000557,item_000129,view,2.9,2025-09-26T17:43:02,session_8412,tablet,
user_000215,item_000758,view,4.5,2025-06-30T21:04:22,session_2061,desktop,
user_000505,item_000393,purchase,3.0,2025-08-28T12:35:37,session_5956,desktop,
user_000522,item_000158,view,3.3,2025-05-08T20:48:45,session_7399,mobile,
user_000414,item_000209,view,3.3,2025-03-22T00:13:32,session_5318,tablet,
user_000524,item_000292,view,2.7,2025-06-03T22:13:33,session_1374,mobile,
user_000017,item_001163,purchase,3.1,2025-10-01T18:25:05,session_3472,mobile,
user_000408,item_000101,watch,4.2,2025-10-05T18:11:07,session_1456,tablet,6990.0
user_000341,item_000238,watch,1.4,2025-09-08T19:35:56,session_9959,mobile,1297.0
user_000580,item_000050,purchase,4.4,2025-04-18T10:34:33,session_7340,tablet,
user_000780,item_001303,like,5.0,2025-08-06T21:52:51,session_1435,tablet,
user_000500,item_001315,watch,2.9,2025-07-31T20:24:45,session_1600,mobile,415.0
user_000465,item_000474,view,4.0,2025-01-10T20:14:30,session_3404,tablet,
user_000568,item_000472,view,2.9,2025-02-23T18:14:17,session_9378,tablet,
user_000677,item_000588,watch,2.2,2025-12-22T22:57:29,session_1757,mobile,5877.0
user_000323,item_000495,view,5.0,2026-01-03T06:20:29,session_9372,tablet,
user_000531,item_001125,view,2.2,2025-07-25T12:55:14,session_4129,desktop,
